ancestor_concept_id,descendant_concept_id,min_levels_of_separation,max_levels_of_separation
42729559,44076029,2,2
42729559,44048806,1,1
42729559,42729559,0,0
42725371,44133997,2,2
42725371,44059816,1,1
42725371,44029093,0,0
42725371,44134324,1,1
42725371,44083939,1,1
42725371,44105473,0,0
42725371,44048473,1,1
42725371,44129379,2,2
42725371,44084748,1,1
42725371,44099902,1,1
42725371,44115886,2,2
42725371,44072151,1,1
42725371,44134075,1,1
42725371,44106911,0,0
42725371,42725371,0,0
42719158,41378585,0,0
42719158,41379528,0,0
42719158,42719158,0,0
42719158,42730213,0,0
42712972,41465952,1,1
42712972,41465939,0,0
42712972,44203806,1,1
42712972,42712972,0,0
42710507,41466334,1,1
42710507,41466341,1,1
42710507,41466205,0,0
42710507,42710507,0,0
42528861,42528861,0,0
42479923,42479923,0,0
41519416,41519416,0,0
41519416,41519415,1,1
41510169,41510169,0,0
41500541,41501205,1,2
41500541,41500114,1,1
41500541,41498705,0,0
41500541,41500541,0,0
41500541,41495587,1,1
41488558,36417206,1,1
41488558,41488558,0,0
41488558,36417207,0,0
41488558,41489345,1,1
41488558,41488768,1,2
41481404,41480062,1,1
41481404,41481068,0,0
41481404,41481197,1,1
41481404,41481404,0,0
41445159,41445159,0,0
41440234,41440242,1,1
41440234,41440243,1,1
41440234,41440244,1,1
41440234,41440241,1,1
41440234,41440238,1,1
41440234,41440234,0,0
41440234,44200135,1,1
41440234,41440240,1,1
41440234,41440248,0,0
41440234,41440239,1,1
41440234,41440235,0,0
41437730,41437730,0,0
41436878,41436878,0,0
41424048,41424048,0,0
41421273,41421273,0,0
41421273,41427454,1,1
41406589,41406589,0,0
41406511,41406841,1,2
41406511,41406511,0,0
41406511,41406450,1,1
41385838,41387489,1,1
41385838,41388201,0,0
41385838,41389032,0,0
41385838,41385838,0,0
41385838,41385049,0,0
41376998,41376998,0,0
41372243,41372243,0,0
41369430,41369430,0,0
41358248,41358248,0,0
41358248,41352033,0,0
41354410,41353475,0,0
41354410,41354410,0,0
41351410,41351410,0,0
41351410,41350984,1,1
41339229,41339229,0,0
41335754,41335385,1,1
41335754,41335754,0,0
41334153,41334153,0,0
41333385,41333385,0,0
41332414,41334061,1,2
41332414,41332414,0,0
41332414,41337765,1,1
41322661,41322661,0,0
41322303,41322303,0,0
41318144,41318144,0,0
41300268,41300268,0,0
41282321,41469721,1,1
41282321,41471852,1,1
41282321,41469722,0,0
41282321,41465935,0,0
41282321,41474048,0,0
41282321,41282321,0,0
41282321,41474040,1,1
41282321,41465932,1,1
41282321,41471858,0,0
41282321,41158088,1,1
41270897,41270897,0,0
41270897,41027267,0,0
41265447,41344338,2,2
41265447,41280495,1,1
41265447,41124832,2,2
41265447,41345428,1,1
41265447,41341877,2,3
41265447,41124831,2,2
41265447,41265447,0,0
41265447,41340686,2,2
41265447,41338747,2,3
41265157,41196570,2,3
41265157,40915072,2,3
41265157,41310063,2,2
41265157,41039864,2,3
41265157,41039858,2,3
41265157,41289564,2,3
41265157,41278749,2,2
41265157,41091884,1,1
41265157,43642426,2,2
41265157,40966747,2,2
41265157,41265157,0,0
41265157,40842177,1,1
41265157,41029169,2,2
41265157,41091883,2,2
41265157,44180715,2,2
41265157,44170943,2,3
41265064,41196330,2,3
41265064,41247497,2,2
41265064,41216463,2,2
41265064,41265064,0,0
41265064,40997630,1,1
41247649,40883977,1,1
41247649,41247649,0,0
41247649,41165054,1,1
41245100,41517876,0,0
41245100,41245100,0,0
41245100,41517494,1,1
41228411,41228411,0,0
41222664,41042937,1,2
41222664,41105709,1,2
41222664,41324025,1,2
41222664,41105714,1,2
41222664,41105713,1,2
41222664,41230808,1,2
41222664,40887314,1,2
41222664,44175302,1,2
41222664,41261524,1,2
41222664,41105712,1,2
41222664,41074301,1,2
41222664,41324024,1,2
41222664,40972524,1,1
41222664,41199712,1,2
41222664,40918171,1,2
41222664,40879185,1,1
41222664,41011842,1,2
41222664,41261523,1,2
41222664,41292674,1,2
41222664,41042938,1,2
41222664,40980533,1,2
41222664,41292675,1,2
43853359,43814000,0,0
43853359,43776381,0,0
43853359,43868286,1,1
43853359,43637323,1,1
43853359,43853359,0,0
43853359,43776382,1,1
43853359,43727217,1,1
43853359,43848479,1,1
43853359,43763096,1,1
43853359,43727218,1,1
43853359,43595493,1,1
43853359,43763097,0,0
43853359,43685656,0,0
43853359,43793272,1,1
43853359,43811429,0,0
43853359,43613435,1,1
43853359,43634196,1,1
43853359,43850131,0,0
43840494,43840494,0,0
43840494,43840495,1,1
43838428,43614021,2,3
43838428,43596093,2,3
43838428,43838433,2,2
43838428,43866354,2,2
43838428,43632173,2,3
43838428,43766214,2,2
43838428,43766215,2,2
43838428,43866353,2,2
43838428,43812048,2,3
43838428,43730316,2,2
43838428,43596094,2,3
43838428,43757987,2,2
43838428,43740086,2,2
43838428,43838428,0,0
43838428,43694454,2,2
43838428,43757988,2,3
43838428,43614020,2,2
43838428,43650293,2,2
43838428,43830058,2,2
43838428,43838432,1,1
43838428,43650292,1,1
43838428,43802219,2,2
43837183,43837183,0,0
43837183,43671043,0,0
43837183,43819023,0,0
43837183,43724739,1,1
43837183,43778783,0,0
43837183,43688951,0,0
43837183,43814746,0,0
43837183,43742859,0,0
43837183,43796656,1,1
43837183,43657229,0,0
43837183,43760683,1,1
43831682,43831682,0,0
43831682,43867948,1,1
43831682,43831683,1,1
43831682,43759562,1,2
43824503,43824503,0,0
43817662,43817662,0,0
43817662,43841707,1,1
43817662,43679838,2,2
43817662,43637789,1,1
43817644,41067177,1,1
43817644,43773549,1,1
43817644,43703611,0,0
43817644,43667759,1,1
43817644,43817644,0,0
43817644,43701746,0,0
43817644,41425665,1,1
43817644,41395296,1,1
43808841,43808841,0,0
43808841,43863182,1,1
43804053,43804053,0,0
43804053,43830250,1,1
43804053,43812228,0,0
43794610,43794610,0,0
43777793,43777793,0,0
43777793,43777794,1,1
43773380,43773380,0,0
43773380,43863717,1,1
43766012,43766012,0,0
43766012,43595844,0,0
43766012,43668083,1,1
43763771,43763771,0,0
43763491,43763491,0,0
43763491,43823925,1,2
43763491,43637730,1,1
43763491,43835759,1,1
43763491,43751860,0,0
43763491,43715847,1,1
43763491,43733954,1,2
43763491,43805785,1,1
43763491,43787756,1,1
43753460,43753460,0,0
43733071,43774049,2,2
43733071,43612113,2,2
43733071,43661347,2,2
43733071,43684275,2,3
43733071,43756079,2,2
43733071,43589033,2,2
43733071,43648223,2,2
43733071,43624986,2,2
43733071,43612040,2,3
43733071,43733071,0,0
43733071,43720009,2,3
43733071,43791901,1,1
43733071,43804720,1,1
43732668,43732670,1,1
43732668,43732668,0,0
43732668,43804587,2,2
43732668,41091032,2,2
43732668,41133472,2,3
43716662,43716662,0,0
43701349,43701349,0,0
43700986,41382971,1,1
43700986,43787245,1,2
43700986,43700986,0,0
43700986,41383141,1,1
43700986,43859653,1,1
43700986,43679609,1,2
43700986,43733383,1,2
43700986,43679608,1,1
43700986,43700987,1,1
43700986,43841469,1,2
43700986,43625290,1,1
43700986,43661659,1,1
43699737,43699737,0,0
43699737,43627574,1,1
43692151,41354288,1,1
43692151,43753216,0,0
43692151,43699448,1,1
43692151,43692151,0,0
43688320,43742288,1,1
43688320,43706252,0,0
43688320,43688320,0,0
43682490,43682490,0,0
43681448,41358631,1,1
43681448,43807139,1,1
43681448,43681448,0,0
43681448,43645405,0,0
43681448,43753186,0,0
43681448,41358979,0,0
43681448,41358630,1,1
43681448,43843380,0,0
43681448,43861548,1,1
43681448,41357341,0,0
43681448,41357535,1,1
43681448,43789057,0,0
43681448,43627264,1,1
43681448,43717173,1,1
43681448,43663567,1,1
43681448,41359209,1,1
43681448,41352504,0,0
43681448,41359208,1,1
43681448,43789055,0,0
43676482,43694285,1,1
43676482,43676482,0,0
43676482,43676483,1,1
43676482,43820164,0,0
43652092,43795718,1,1
43652092,43652092,0,0
43650532,43758245,1,1
43650532,43650532,0,0
43633316,43633316,0,0
43614608,43704722,1,1
43614608,43632744,0,0
43614608,43650852,1,2
43614608,43686776,1,1
43614608,43794474,1,1
43614608,43614608,0,0
43614608,43812635,1,2
43614608,43740680,1,1
43614608,43650853,1,1
43599021,43832641,1,1
43599021,43599021,0,0
43599021,43724417,1,1
43599021,43652685,0,0
43599021,43850620,0,0
43596687,43596687,0,0
43596687,43776621,1,1
43593318,43593318,0,0
43592857,43592857,0,0
43592857,43736888,1,1
43592022,43592022,0,0
43589004,43665053,1,1
43589004,43589004,0,0
43589004,43628840,0,0
43588294,43588294,0,0
43588294,43606334,1,1
43517371,43517371,0,0
43517371,43519712,0,0
43294214,43294214,0,0
43277345,43277345,0,0
43277345,43293535,1,1
43273363,43273363,0,0
43273363,43267846,0,0
43273363,2934150,0,0
43219803,43164996,1,1
43219803,43176017,0,0
43219803,43219803,0,0
43216456,43216456,0,0
43216456,43161701,1,2
43216456,43161702,1,2
43216456,43216457,1,1
44075102,44075102,0,0
44074431,44074431,0,0
44074431,44131882,1,1
44074431,44131826,0,0
44050079,44050079,0,0
44043403,44077761,2,2
44043403,44100294,1,1
44043403,44061647,1,1
44043403,44090692,2,2
44043403,44113134,1,1
44043403,44043403,0,0
44043403,44098117,1,1
44043403,44065037,2,2
44043403,44033454,1,1
44043403,44031899,0,0
44043403,44085168,1,1
44027139,44027139,0,0
44027139,44037685,2,2
44027139,44058780,1,1
43862224,43862224,0,0
43862224,43717855,1,1
43862224,43700118,0,0
43854381,43826423,0,0
43854381,43854381,0,0
43854381,43610347,1,1
43850337,43868524,1,1
43850337,43850337,0,0
43844173,43844173,0,0
43844173,43717979,1,1
43842782,43842782,0,0
43842729,43842729,0,0
43842729,43734708,1,1
43839038,43839038,0,0
43835584,43791319,0,0
43835584,43698951,1,1
43835584,43835584,0,0
43835584,43734860,0,0
43835584,43809499,1,1
43815206,43667561,1,1
43815206,43721189,0,0
43815206,43815206,0,0
43814452,43868774,1,1
43814452,43814452,0,0
43795148,43795148,0,0
43795148,43687418,1,1
43795021,43795021,0,0
43795021,43723096,1,1
43795021,43669389,0,0
43792538,43792538,0,0
43792323,43792323,0,0
43776925,43776925,0,0
43761125,43761125,0,0
43761125,43809410,0,0
43761125,43863760,1,1
43754814,43754814,0,0
43749720,43749720,0,0
43749720,43826241,1,1
43749720,41365213,2,2
43749720,43682918,1,1
43749720,41367829,1,1
43749720,41036992,2,2
43749720,41381933,2,2
43749720,41362028,2,3
43749720,36788152,2,2
43749720,42658384,2,2
43749720,41363381,2,2
43749720,41371276,2,2
43749720,43718624,2,2
43749720,36780268,2,3
43749720,36269421,0,0
43749720,43610692,1,1
43749720,36280250,2,2
43749720,41068241,2,2
43749720,41150633,2,2
43749720,41274945,1,1
43749720,41371050,2,3
43749720,43646308,2,2
43749720,41036990,2,2
43749720,41372420,2,2
43749720,41365572,2,2
43749720,43646880,2,2
43749720,40850097,1,1
43749720,41378056,1,1
43749720,41378818,2,2
43749720,43736784,2,2
43749720,41366329,1,1
43749720,43658788,1,1
43749720,43736219,2,2
43749720,41381221,2,3
43749720,36279675,1,1
43749720,41369789,2,2
43749720,41377882,2,2
43749720,36280306,1,1
43749720,36779704,2,2
43749720,43610164,1,1
43749720,41368211,1,1
43749720,36779703,2,3
43749720,41365573,2,2
43749720,41379401,2,2
43749720,41255677,2,2
43749720,36280182,1,1
43749720,36279399,1,1
43749720,36779705,2,2
43749720,36276128,1,1
43749720,43623728,0,0
43749720,41372421,2,2
43749720,40881338,1,1
43749720,42658465,2,2
43749720,41369788,2,2
43749720,36279570,2,2
43749720,41286714,1,1
43749720,40900450,2,2
43749720,41181683,2,2
43749720,41378254,1,1
43749720,36788151,2,2
43749720,40974564,1,1
43749720,36780270,2,2
43749720,43767717,1,1
43749720,41369398,1,1
43749720,41162434,2,2
43749720,43790012,2,2
43749720,36262347,1,1
43749720,36780269,2,2
43749720,40962838,2,2
43749720,41036991,2,2
43749720,41079649,0,0
43749720,41367098,2,2
43749720,40830061,0,0
43749720,41365574,1,1
43749720,41371825,2,3
43749720,41382303,1,1
43749720,1832554,2,2
43749720,1832460,2,2
43725160,43725160,0,0
43725160,43684940,1,1
43725160,43846806,0,0
43723358,43723358,0,0
43700076,43700076,0,0
43700076,43825962,1,1
43700076,43753847,1,2
43700076,43735990,1,1
43695252,41198502,2,3
43695252,41229556,2,3
43695252,43695252,0,0
43695252,43857317,1,1
43695252,41313502,2,2
43695252,41313501,2,2
43695252,43713103,2,2
43686646,43686646,0,0
43686646,43812483,1,2
43686646,43848529,1,1
43686646,43596496,1,1
43685001,43685001,0,0
43682437,43682437,0,0
43681182,43681182,0,0
43676784,43676784,0,0
43676784,43790510,1,1
43676784,36890924,1,1
43676784,43784458,1,1
43676784,43790511,2,2
43676784,43700323,1,1
43676784,36888958,1,1
43676784,43592169,2,2
43653416,43725141,2,2
43653416,43653416,0,0
43653416,43833306,1,1
43634139,43634139,0,0
43632333,43830221,1,1
43632333,43722115,1,2
43632333,43632333,0,0
43632333,43794026,1,1
43632333,41434319,1,1
43624704,43624704,0,0
43624704,43750746,1,1
43613525,43613525,0,0
43599305,43599305,0,0
43585994,43585994,0,0
43581110,43581110,0,0
43581110,43725054,1,1
43517470,43515984,1,1
43517470,43519139,1,1
43517470,43517470,0,0
43517470,43517621,2,2
43517470,43519171,2,2
43517470,43519222,2,2
43517470,43519191,2,3
43291118,43263928,1,1
43291118,43291118,0,0
43279002,43279002,0,0
43278365,43278365,0,0
43277988,43277988,0,0
43277659,43261225,1,1
43277659,43277659,0,0
43276692,43276692,0,0
43276692,43265663,0,0
43276692,2915251,1,1
43276692,2915234,0,0
43274605,43259470,0,0
43274605,43274605,0,0
43274605,43265050,0,0
43260927,43260927,0,0
43260927,43264773,0,0
43260927,43260928,0,0
43260927,43264772,0,0
41109537,41109537,0,0
41109537,40853519,2,3
41109537,41248901,2,2
41109537,40947064,2,3
41095983,41073373,1,1
41095983,41095983,0,0
41057003,41182334,1,1
41057003,41477843,0,0
41057003,40994735,1,1
41057003,41478568,1,2
41057003,41478387,1,1
41057003,41057003,0,0
41057003,41477704,1,1
41057003,41477496,1,2
41055018,41034642,0,0
41055018,41055018,0,0
41051413,41504080,1,1
41051413,40881350,1,1
41051413,41051413,0,0
41051413,41224721,2,2
41051413,41504358,2,2
41050707,41050707,0,0
41048430,41329976,2,2
41048430,41048430,0,0
41048430,41068856,1,1
41048430,41328628,1,1
41048430,41131666,2,2
41032898,41260491,1,1
41032898,41198653,1,1
41032898,41032898,0,0
41030803,41368381,0,0
41030803,41370219,1,1
41030803,41030803,0,0
41023280,41471210,1,1
41023280,41470377,1,1
41023280,41471038,1,1
41023280,41476184,1,1
41023280,41476150,1,1
41023280,40836498,1,1
41023280,41469875,1,2
41023280,41096300,0,0
41023280,41470424,0,0
41023280,41469914,1,1
41023280,41470057,1,1
41023280,41476233,1,1
41023280,41470747,0,0
41023280,41470844,1,2
41023280,41470780,1,2
41023280,41470951,0,0
41023280,40822677,1,1
41023280,41469785,0,0
41023280,41314527,1,1
41023280,41469752,0,0
41023280,41471203,1,2
41023280,41470923,0,0
41023280,41470735,0,0
41023280,41470211,1,1
41023280,41023280,0,0
41023280,41470823,1,1
41023280,41470880,1,1
41023280,41470461,1,2
41023280,41469806,1,1
41023280,41470423,1,1
41023280,41470212,0,0
41023280,41476244,0,0
41023280,41476135,1,2
41023280,41470931,1,1
41023280,41470390,1,1
41023280,41476191,1,2
41023280,41314528,1,1
41023280,41470618,1,1
41023280,41476234,0,0
41023280,41476157,1,1
41023280,41470069,1,1
41023280,41127556,1,1
41023280,41252328,0,0
41023280,41471226,1,2
41023280,41469852,1,2
41023280,41471177,1,1
41023280,41470850,1,1
41023280,41470367,1,2
41023280,41086118,1,1
41023280,41127557,1,1
41013668,40966450,2,2
41013668,44183161,0,0
41013668,41402288,2,3
41013668,41402154,2,2
41013668,41402128,2,2
41013668,41402129,1,1
41013668,41234281,0,0
41013668,41402569,2,2
41013668,44196466,2,2
41013668,41013668,0,0
41013668,44196428,2,2
41013668,44188168,2,2
41013668,41209653,2,2
41013668,41059977,2,2
41013668,44176945,1,1
41013668,41402234,2,2
41013668,44180623,2,2
41013668,40959392,1,1
41013668,41402235,1,1
41013668,44196465,2,2
41013668,41216623,2,2
41013668,44196479,2,3
41013668,41402481,2,2
41013668,44196439,2,3
41013668,41271443,2,2
41013668,41216624,1,1
41013668,41402514,2,2
41013668,41178160,2,2
41013668,44180622,2,2
41013668,44196467,1,1
41013668,41402287,2,3
41008064,41008064,0,0
40983831,41215399,2,2
40983831,40914224,2,3
40983831,44166943,2,3
40983831,40871790,1,1
40983831,44169304,1,1
40983831,44176820,2,2
40983831,40983831,0,0
40979620,40979620,0,0
40964996,41164262,1,1
40964996,40964996,0,0
40962081,41274121,1,1
40962081,40962081,0,0
40946098,40946098,0,0
40940384,40940384,0,0
40930922,40930922,0,0
40930922,41502842,0,0
40920433,41511988,2,2
40920433,41506555,1,1
40920433,41514936,1,1
40920433,41503655,2,2
40920433,41512823,1,1
40920433,41503633,1,1
40920433,41494933,2,2
40920433,41251131,1,1
40920433,41494471,1,1
40920433,41507316,2,2
40920433,40876626,2,2
40920433,41296861,0,0
40920433,41506318,2,2
40920433,41078545,0,0
40920433,41494066,1,1
40920433,41505999,1,1
40920433,41510706,1,1
40920433,41517509,1,1
40920433,41188936,2,2
40920433,41513168,2,2
40920433,41507083,1,1
40920433,41517576,2,2
40920433,41505490,1,1
40920433,41514935,1,1
40920433,41511767,1,1
40920433,41517601,2,2
40920433,41116827,2,2
40920433,40969971,1,1
40920433,41517826,1,1
40920433,41518062,1,1
40920433,40845500,1,1
40920433,41494552,1,1
40920433,41512506,2,2
40920433,41517976,2,2
40920433,41303749,2,2
40920433,41506319,2,2
40920433,41514593,2,2
40920433,41493713,2,2
40920433,41507315,2,2
40920433,41515161,1,1
40920433,41507447,2,2
40920433,41493785,2,3
40920433,41494327,2,3
40920433,41506320,2,2
40920433,41519025,1,1
40920433,41513867,2,2
40920433,41517898,2,2
40920433,41509249,2,2
40920433,40825883,2,2
40920433,41518422,1,1
40920433,41511913,2,3
40920433,41518919,2,2
40920433,41251129,1,1
40920433,41505636,1,1
40920433,41220140,2,2
40920433,41516262,2,2
40920433,41516411,2,2
40920433,41494252,1,1
40920433,40984783,0,0
40920433,40835975,1,1
40920433,41503769,2,2
40920433,41503692,1,1
40920433,41508326,2,3
40920433,41510359,1,1
40920433,41063524,2,2
40920433,41517708,1,1
40920433,41512366,1,1
40920433,41518421,2,2
40920433,41493836,2,2
40920433,41517914,2,2
40920433,41517825,1,1
40920433,41511073,1,1
40920433,41054053,1,1
43216456,43172713,1,1
43202600,43213427,1,1
43202600,43164151,1,2
43202600,43186066,1,2
43202600,43163753,1,1
43202600,43197089,0,0
43202600,43202600,0,0
43202600,43202601,1,1
43202600,43142276,1,2
43202600,43142275,1,1
43202600,43175206,1,1
43202600,43174758,1,2
43202600,43153414,0,0
43202600,43141558,0,0
43202600,43197090,1,1
43195680,35408766,2,3
43195680,35411427,1,1
43195680,35412578,2,3
43195680,35408318,1,1
43195680,43195680,0,0
43195680,35408319,1,1
43195680,35412232,2,2
43195680,35407144,2,3
43195680,35413004,2,2
43195680,35407540,2,2
43190378,36262971,2,2
43190378,36273807,2,3
43190378,43201446,1,1
43190378,36273177,2,2
43190378,36266521,2,3
43190378,36273179,1,1
43190378,43190378,0,0
43190378,36258842,2,3
43190378,43179487,2,2
43190378,36258364,2,3
43190378,43212247,2,3
43190378,36273178,2,2
43190378,36260411,2,2
43187247,43187247,0,0
43186030,43186030,0,0
43186030,43186031,1,1
43182671,43143466,1,1
43182671,43182671,0,0
43182671,43198589,0,0
43146596,43146596,0,0
43146596,43135684,1,1
43145180,43145180,0,0
43135389,43190358,1,2
43135389,43135389,0,0
43135389,43212227,1,1
43135124,43201169,1,1
43135124,43034609,2,3
43135124,43135124,0,0
43135124,43157269,2,2
43135124,43179206,2,3
43042586,43042586,0,0
43040313,43040313,0,0
43036782,43036782,0,0
43033907,43033907,0,0
43030270,43030270,0,0
43024603,43024603,0,0
43017045,43017045,0,0
42960340,42960340,0,0
42960340,42960126,1,1
42957190,42957049,1,1
42957190,42957190,0,0
42955987,42921403,1,1
42955987,42955987,0,0
42955987,42955969,1,1
42950348,42950345,1,1
42950348,42921328,1,1
42950348,42950348,0,0
42949343,42949274,1,1
42949343,42949343,0,0
42948059,42923070,1,1
42948059,42948059,0,0
42948059,2033992,2,2
42948059,42948000,1,1
42945449,42945214,1,1
42945449,42945449,0,0
42940556,42921899,1,1
42940556,2029832,2,2
42940556,2032838,2,2
42940556,42940488,1,1
42940556,42940556,0,0
42940556,42922364,1,1
42922294,42922294,0,0
42899535,42899535,0,0
42899003,42899003,0,0
42898259,42898259,0,0
42898259,44084283,2,2
42898259,44120458,1,1
42898259,44104642,1,1
42898259,44076013,3,3
42898244,41383241,1,2
42898244,21127385,1,1
42898244,41382947,1,2
42898244,41382770,1,1
42898244,41383175,1,2
42898244,21176629,1,2
42898244,42898244,0,0
42898244,41382562,1,2
42898244,41382794,1,2
42898244,41383065,1,2
42898244,35885281,1,2
42898244,44194436,1,2
42898244,21166868,1,1
42898244,41382885,1,1
42898244,35885282,1,1
42730745,43848629,1,1
42730745,42719306,1,1
42730745,43776542,2,2
42730745,42730745,0,0
42719235,41392813,0,0
42719235,41398497,0,0
42719235,42722355,0,0
42719235,42719235,0,0
42714288,41399898,0,0
42714288,42714288,0,0
42620981,41514852,2,2
42620981,41515203,1,1
42620981,42620981,0,0
42538957,42535055,1,1
42538957,42538957,0,0
41519668,41519668,0,0
41519668,41519502,1,1
41513978,41511593,1,2
41513978,41515434,1,1
41513978,41513978,0,0
41509632,41509632,0,0
41503711,41503561,1,1
41503711,41503711,0,0
41503711,41503743,1,2
